
--- Starting Training ---

global_step=128, episodic_return=-2.6155227656365554
global_step=2400, episodic_return=0.8253279583053326
global_step=2400, episodic_return=-4.738279474735464
global_step=2416, episodic_return=-1.281005881036797
global_step=2416, episodic_return=10.356491089512982
global_step=2480, episodic_return=0.3772166575695979
global_step=2496, episodic_return=-3.5403494060020027
global_step=2512, episodic_return=2.3600090253251707
global_step=2528, episodic_return=5.680103617979678
global_step=2528, episodic_return=-5.128028868246937
global_step=2640, episodic_return=1.4302534798206166
global_step=2672, episodic_return=3.4777647280040416
global_step=2672, episodic_return=27.133046936122756
global_step=2672, episodic_return=-4.066264290028752
global_step=2672, episodic_return=4.130304736153392
global_step=2688, episodic_return=1.8355804676805296
global_step=2736, episodic_return=-7.930673829586968
global_step=2736, episodic_return=-3.593714131279113
global_step=2784, episodic_return=6.457501348371757
global_step=2800, episodic_return=7.886086020410992
global_step=2800, episodic_return=2.6332381578863338
global_step=2864, episodic_return=1.8659114455716286
global_step=2880, episodic_return=3.44198250213945
global_step=2880, episodic_return=1.4054017478171794
global_step=2912, episodic_return=-0.5623262081505757
global_step=2928, episodic_return=-2.861936865463578
global_step=2960, episodic_return=4.357056177519546
global_step=2976, episodic_return=12.198795925253792
global_step=2976, episodic_return=-2.2432115511030752
global_step=3008, episodic_return=-3.2369071253437043
global_step=3024, episodic_return=6.088772163486816
global_step=3040, episodic_return=-0.15499859636352076
global_step=3088, episodic_return=-3.152307105109335
global_step=3088, episodic_return=-2.6982190719044716
global_step=3088, episodic_return=-6.874395738186729
global_step=3104, episodic_return=0.32402724561043605
global_step=3104, episodic_return=23.697919947388154
global_step=3120, episodic_return=1.068745270849674
global_step=3120, episodic_return=2.35990915629019
global_step=3200, episodic_return=-3.039630410364379
global_step=3264, episodic_return=-3.275536575521305
global_step=3264, episodic_return=-6.735505416865353
global_step=3280, episodic_return=-3.12442973091635
global_step=3280, episodic_return=3.616087001460782
global_step=3296, episodic_return=0.14562486429125615
global_step=3328, episodic_return=10.752019059390703
global_step=3328, episodic_return=-4.339399271148959
global_step=3344, episodic_return=-9.005528071535432
global_step=3344, episodic_return=0.4651857037076784
global_step=3360, episodic_return=1.7989671871778035
global_step=3360, episodic_return=6.139124177568757
global_step=3440, episodic_return=-4.336669470087822
global_step=3456, episodic_return=-3.5082381858082066
global_step=3456, episodic_return=4.192357101206382
global_step=3504, episodic_return=-4.690859614337917
global_step=3520, episodic_return=5.497298964575911
global_step=3536, episodic_return=-5.54797397004835
global_step=3536, episodic_return=5.695635096015557
global_step=3584, episodic_return=0.17369322094158446
global_step=3600, episodic_return=2.278405964669951
global_step=3616, episodic_return=-5.319075169299026
global_step=3616, episodic_return=5.6414928537168585
global_step=3648, episodic_return=6.219856800340027
global_step=3696, episodic_return=-2.7886321525775695
global_step=3696, episodic_return=1.9561324154798179
global_step=3712, episodic_return=3.5698913855875647
global_step=3792, episodic_return=-3.846257634055009
global_step=3792, episodic_return=5.152942141789698
global_step=3792, episodic_return=-6.971985554153338
global_step=3792, episodic_return=-7.494217645263879
global_step=3808, episodic_return=-0.04942633381612893
global_step=3824, episodic_return=-5.924864457269832
global_step=3824, episodic_return=-3.603731731303624
global_step=3840, episodic_return=3.1854847031928593
global_step=3840, episodic_return=4.862757588226618
global_step=3872, episodic_return=15.211449170229775
global_step=3920, episodic_return=-4.088059113599904
global_step=3936, episodic_return=0.33353255730642917
global_step=3952, episodic_return=-2.432533795505922
global_step=3984, episodic_return=1.2092467105939426
global_step=4016, episodic_return=-1.65090918167167
global_step=4016, episodic_return=-6.557673819026945
global_step=4016, episodic_return=-2.697142571357928
global_step=4016, episodic_return=9.517701131397873
global_step=4016, episodic_return=-5.293381609595089
global_step=4064, episodic_return=3.4578365538617932
global_step=4096, episodic_return=-7.923390232926592
SPS: 744
global_step=4128, episodic_return=1.8600272546154322
global_step=4144, episodic_return=12.905146263116746
global_step=4160, episodic_return=3.6813502290475912
global_step=4208, episodic_return=1.2442658504247146
global_step=4224, episodic_return=-2.246464697887209
global_step=4224, episodic_return=-1.7111205940123753
global_step=4240, episodic_return=10.83776646904266
global_step=4272, episodic_return=-6.76386409352215
global_step=4272, episodic_return=-2.7742957137901354
global_step=4336, episodic_return=-0.19237570341551957
global_step=4368, episodic_return=-3.348357363801412
global_step=4416, episodic_return=9.383720986162652
global_step=4416, episodic_return=16.33900305214148
global_step=4416, episodic_return=1.3968571677469648
global_step=4432, episodic_return=-4.12725677140064
global_step=4432, episodic_return=-0.17035532008100973
global_step=4464, episodic_return=-2.088341780106095
global_step=4496, episodic_return=1.9222111154123331
global_step=4496, episodic_return=-5.830805549753061
global_step=4544, episodic_return=-3.8482153295797534
global_step=4576, episodic_return=4.450894896203598
global_step=4592, episodic_return=-3.898799925589488
global_step=4592, episodic_return=-2.2840033797536696
global_step=4608, episodic_return=5.219879255075773
global_step=4640, episodic_return=3.001492980548716
global_step=4688, episodic_return=-0.012454342934233864
global_step=4704, episodic_return=-3.1757219764895814
global_step=4720, episodic_return=-0.4319611113420265
global_step=4768, episodic_return=-6.726013420977433
global_step=4784, episodic_return=4.520093219795947
global_step=4816, episodic_return=-7.48226524141184
global_step=4816, episodic_return=0.09454921045631703
global_step=4832, episodic_return=2.4092363825941607
global_step=4832, episodic_return=-3.9085165248628657
global_step=4864, episodic_return=-1.2579901596348964
global_step=4912, episodic_return=-3.3588718785493263
global_step=4944, episodic_return=-7.705975959857521
global_step=4944, episodic_return=2.272962866089646
global_step=4976, episodic_return=25.94544311206147
global_step=5008, episodic_return=0.06721468519925322
global_step=5008, episodic_return=-1.4634674794862605
global_step=5024, episodic_return=-1.8965187090362439
global_step=5040, episodic_return=4.192772888901357
global_step=5072, episodic_return=-2.809625931026394
global_step=5136, episodic_return=-7.690045888118206
global_step=5136, episodic_return=3.0246040520222777
global_step=5200, episodic_return=1.4945264685792112
global_step=5200, episodic_return=-5.072702072044176
global_step=5200, episodic_return=2.9474968595266744
global_step=5216, episodic_return=2.8763314715562025
global_step=5216, episodic_return=5.32799899065929
global_step=5264, episodic_return=-1.040201002195035
global_step=5264, episodic_return=-3.819022747109892
global_step=5312, episodic_return=10.001660225502182
global_step=5344, episodic_return=3.5039926750216477
global_step=5360, episodic_return=-1.36704249578534
global_step=5376, episodic_return=-5.298319372250864
global_step=5440, episodic_return=1.287502690241788
global_step=5456, episodic_return=0.5716039925382776
global_step=5456, episodic_return=0.5705955549265214
global_step=5456, episodic_return=8.815742310717086
global_step=5504, episodic_return=-2.7675405923652634
global_step=5536, episodic_return=-8.239432255337759
global_step=5552, episodic_return=1.56657146318559
global_step=5584, episodic_return=2.5855865192751226
global_step=5584, episodic_return=-11.720740970805906
global_step=5600, episodic_return=-5.577885083320959
global_step=5616, episodic_return=0.026301365091017548
global_step=5648, episodic_return=-2.086614235039237
global_step=5664, episodic_return=2.0544430429750333
global_step=5680, episodic_return=-5.589429164813396
global_step=5680, episodic_return=-1.3810232285616848
global_step=5712, episodic_return=4.460438583456683
global_step=5712, episodic_return=-0.4944506300829026
global_step=5744, episodic_return=9.722335059001022
global_step=5760, episodic_return=0.041742003937472294
global_step=5792, episodic_return=13.500272952371096
global_step=5808, episodic_return=-5.920570616092084
global_step=5840, episodic_return=20.766698029271716
global_step=5840, episodic_return=-5.078418118967875
global_step=5872, episodic_return=-8.170468910737616
global_step=5872, episodic_return=-2.3345765979558353
global_step=5904, episodic_return=2.0943532725390277
global_step=5904, episodic_return=-6.670987611661783
global_step=5904, episodic_return=2.2890673781000452
global_step=5952, episodic_return=-4.020335298277858
global_step=5984, episodic_return=-4.57223120016034
global_step=6000, episodic_return=-3.5301130106843295
global_step=6016, episodic_return=-2.0033949850929487
global_step=6016, episodic_return=-5.036982346466395
global_step=6112, episodic_return=1.9558516688144478
SPS: 791
global_step=6160, episodic_return=-6.773699038166072
global_step=6176, episodic_return=0.3998103912237767
global_step=6224, episodic_return=-0.38838890846296514
global_step=6224, episodic_return=1.3999623959875729
global_step=6272, episodic_return=3.1143931242362
global_step=6272, episodic_return=10.147314924849129
global_step=6288, episodic_return=-1.009671189561014
global_step=6288, episodic_return=6.250297623523589
global_step=6304, episodic_return=17.79690302660656
global_step=6400, episodic_return=10.44847116709701
global_step=6416, episodic_return=13.648625311275222
global_step=6416, episodic_return=12.510196525458943
global_step=6416, episodic_return=6.55372381205864
global_step=6432, episodic_return=6.160802082534679
global_step=6432, episodic_return=1.1351802754052271
global_step=6480, episodic_return=-3.298799827650307
global_step=6496, episodic_return=-4.6581848576977585
global_step=6512, episodic_return=-2.8399106393114923
global_step=6544, episodic_return=-6.7827130226539945
global_step=6576, episodic_return=1.5501831107962767
global_step=6624, episodic_return=-4.319302891680024
global_step=6640, episodic_return=7.471535120341846
global_step=6640, episodic_return=-2.643299383670234
global_step=6672, episodic_return=2.9053195682727466
global_step=6672, episodic_return=6.176863360794929
global_step=6720, episodic_return=6.512953848599926
global_step=6720, episodic_return=1.2820373574288688
global_step=6720, episodic_return=4.207229314772853
global_step=6752, episodic_return=-3.403631654894056
global_step=6800, episodic_return=10.45875913305221
global_step=6800, episodic_return=1.3284754063788071
global_step=6848, episodic_return=9.807786097577505
global_step=6912, episodic_return=2.0552318116375594
global_step=6912, episodic_return=11.861027702940806
global_step=6944, episodic_return=4.10836342333143
global_step=6960, episodic_return=1.4388163616202991
global_step=6992, episodic_return=1.6545841855617331
global_step=7024, episodic_return=7.854588671216117
global_step=7056, episodic_return=7.8327920316332795
global_step=7072, episodic_return=-7.136103162079664
global_step=7072, episodic_return=3.947057223739683
global_step=7120, episodic_return=1.7342858809160375
global_step=7200, episodic_return=7.355080063788606
global_step=7248, episodic_return=3.4817876183056065
global_step=7264, episodic_return=5.514900234706036
global_step=7296, episodic_return=15.44702715199957
global_step=7296, episodic_return=9.29898270935422
global_step=7296, episodic_return=17.75391839271966
global_step=7328, episodic_return=-1.4188220830857934
global_step=7328, episodic_return=0.8393815450410618
global_step=7328, episodic_return=-0.19349856190902548
global_step=7408, episodic_return=3.3391403047506625
global_step=7408, episodic_return=18.930687958878742
global_step=7504, episodic_return=-2.082751355154917
global_step=7536, episodic_return=4.978947334347225
global_step=7568, episodic_return=24.29518770238374
global_step=7744, episodic_return=15.811486313696538
global_step=7744, episodic_return=1.484878965206459
global_step=7744, episodic_return=10.597099571595367
global_step=7760, episodic_return=5.820627148208517
global_step=7760, episodic_return=-1.5771506653901377
global_step=7808, episodic_return=7.345108625960165
global_step=7808, episodic_return=5.793210432529552
global_step=7856, episodic_return=0.7691452370787233
global_step=7904, episodic_return=6.318116083115809
global_step=7936, episodic_return=-0.6606126389988541
global_step=7952, episodic_return=0.24873250252848678
global_step=7968, episodic_return=1.6059030956670484
global_step=7984, episodic_return=8.809424097518825
global_step=8016, episodic_return=17.071732123456634
global_step=8032, episodic_return=6.536967891599774
global_step=8032, episodic_return=-3.306620973072709
global_step=8032, episodic_return=13.431131605174548
global_step=8048, episodic_return=-3.6390838476850402
global_step=8096, episodic_return=2.3367933503273255
global_step=8112, episodic_return=-2.7352267189689377
SPS: 820
global_step=8256, episodic_return=-0.1716337933103258
global_step=8320, episodic_return=12.456978404545248
global_step=8336, episodic_return=10.910175084348054
global_step=8352, episodic_return=0.9501676964409835
global_step=8384, episodic_return=3.2756701555699723
global_step=8400, episodic_return=3.9594915613684862
global_step=8432, episodic_return=17.700804872672116
global_step=8528, episodic_return=118.40047769576152
global_step=8624, episodic_return=15.381951098186398
global_step=8640, episodic_return=16.285139204967024
global_step=8640, episodic_return=32.54604936804889
global_step=8640, episodic_return=-0.0695923470144364
global_step=8688, episodic_return=0.6292372044006347
global_step=8816, episodic_return=7.641871882069039
global_step=8832, episodic_return=3.517101414986594
global_step=8896, episodic_return=25.276161898973164
global_step=8896, episodic_return=33.8302022370745
global_step=8944, episodic_return=6.638854059226441
global_step=8960, episodic_return=-2.783419294883114
global_step=8976, episodic_return=27.752314885813707
global_step=9024, episodic_return=23.83121281692512
global_step=9024, episodic_return=50.68407060663206
global_step=9072, episodic_return=27.510559544404998
global_step=9136, episodic_return=-2.0820935196761985
global_step=9152, episodic_return=-0.7437861852237324
global_step=9216, episodic_return=9.229839011194892
global_step=9280, episodic_return=28.199296347527344
global_step=9344, episodic_return=21.933582657436144
global_step=9392, episodic_return=4.0598982106627615
global_step=9392, episodic_return=0.39537761814369476
global_step=9408, episodic_return=27.804684026393453
global_step=9440, episodic_return=2.9358939391185954
global_step=9504, episodic_return=-2.8946757489693713
global_step=9520, episodic_return=11.82457794405525
global_step=9520, episodic_return=18.578605616266294
global_step=9536, episodic_return=30.71699917272547
global_step=9536, episodic_return=10.671284524261107
global_step=9552, episodic_return=13.784129510638705
global_step=9616, episodic_return=1.404568370999493
global_step=9616, episodic_return=36.648995497873166
global_step=9616, episodic_return=2.87632640903401
global_step=9680, episodic_return=-6.686953410121613
global_step=9696, episodic_return=55.71850022421547
global_step=9744, episodic_return=12.83177108307545
global_step=9744, episodic_return=1.1085048871231946
global_step=9792, episodic_return=4.482062964574532
global_step=9824, episodic_return=11.063318497228225
global_step=9824, episodic_return=2.3818324076699917
global_step=9824, episodic_return=-5.531512867761342
global_step=9904, episodic_return=7.228631158019034
global_step=9920, episodic_return=4.285781718773068
global_step=9920, episodic_return=11.037285693079497
global_step=9920, episodic_return=0.42814681411576183
global_step=9968, episodic_return=3.7253192384367653
global_step=10016, episodic_return=-0.4470483224686803
global_step=10128, episodic_return=13.445293113610926
global_step=10128, episodic_return=14.808857966935864
global_step=10160, episodic_return=16.23109643938902
global_step=10192, episodic_return=1.45613682761176
SPS: 838
global_step=10272, episodic_return=1.520667347002644
global_step=10288, episodic_return=5.022842555673437
global_step=10304, episodic_return=10.617079611629196
global_step=10320, episodic_return=9.834453559609047
global_step=10320, episodic_return=2.0459229575444873
global_step=10448, episodic_return=-3.599790708129625
global_step=10480, episodic_return=45.70687889678833
global_step=10480, episodic_return=-2.2849463058606023
global_step=10800, episodic_return=22.583065325361318
global_step=10800, episodic_return=7.057724786615312
global_step=10816, episodic_return=18.12081501567933
global_step=10816, episodic_return=4.441406364855613
global_step=10896, episodic_return=-15.124619942466024
global_step=10896, episodic_return=29.839668438505164
global_step=10912, episodic_return=36.882316696385494
global_step=11024, episodic_return=20.22651700590934
global_step=11088, episodic_return=25.28277978330829
global_step=11136, episodic_return=16.746445100064403
global_step=11232, episodic_return=11.209096514162631
global_step=11232, episodic_return=24.308765692361426
global_step=11264, episodic_return=10.136034540371412
global_step=11280, episodic_return=2.273362627537029
global_step=11296, episodic_return=97.24887646154016
global_step=11488, episodic_return=1.551529063225464
global_step=11536, episodic_return=54.304799972506466
global_step=11552, episodic_return=33.4279873942877
global_step=11616, episodic_return=-0.326134591977318
global_step=11616, episodic_return=12.532114878293987
global_step=11744, episodic_return=60.702229695438405
global_step=11760, episodic_return=57.61980130605603
global_step=11776, episodic_return=3.1480335247498354
global_step=11792, episodic_return=-0.9721849918616334
global_step=11888, episodic_return=8.820680990734704
global_step=11984, episodic_return=-0.6509338877957724
global_step=12032, episodic_return=33.82014850151576
global_step=12048, episodic_return=6.260735137032147
global_step=12128, episodic_return=16.41869263038582
global_step=12192, episodic_return=6.480802331649351
global_step=12240, episodic_return=169.36427652148564
global_step=12288, episodic_return=9.886035420399857
global_step=12288, episodic_return=28.415838380149793
SPS: 853
global_step=12400, episodic_return=2.2674137592338557
global_step=12496, episodic_return=40.33816059561341
global_step=12624, episodic_return=23.385604366907867
global_step=12736, episodic_return=17.38837927179289
global_step=12752, episodic_return=9.01638443707219
global_step=12800, episodic_return=41.158625647783985
global_step=12928, episodic_return=7.769692255177388
global_step=12928, episodic_return=5.772001813272295
global_step=12928, episodic_return=109.43847417373635
global_step=12944, episodic_return=27.872080456526543
global_step=12992, episodic_return=48.449367860028644
global_step=12992, episodic_return=5.812139169166061
global_step=13232, episodic_return=8.221252132426754
global_step=13280, episodic_return=50.09482510486619
global_step=13376, episodic_return=168.1586994385066
global_step=13424, episodic_return=10.247819550800596
global_step=13440, episodic_return=59.038594516253816
global_step=13504, episodic_return=2.1160938281223105
global_step=13536, episodic_return=15.146266974671102
global_step=13664, episodic_return=20.772158306581378
global_step=13680, episodic_return=-0.09194991319101975
global_step=13744, episodic_return=-0.6565443838607158
global_step=13744, episodic_return=0.8735167501886387
global_step=13808, episodic_return=12.63893522498153
global_step=13824, episodic_return=1.1547263423597363
global_step=13840, episodic_return=168.94355381804723
global_step=13872, episodic_return=54.24316526651935
global_step=14000, episodic_return=2.527748479642842
global_step=14048, episodic_return=51.563201923462664
global_step=14048, episodic_return=53.71546349176202
global_step=14064, episodic_return=13.904809154994162
global_step=14064, episodic_return=11.753962336751144
global_step=14128, episodic_return=-0.1290118587294613
global_step=14192, episodic_return=38.20217957380732
global_step=14192, episodic_return=4.6411789539800195
global_step=14304, episodic_return=37.68086523201681
SPS: 864
global_step=14560, episodic_return=195.36696586268027
global_step=14624, episodic_return=97.24902556665607
global_step=14640, episodic_return=44.94368513645218
global_step=14720, episodic_return=9.153472116210603
global_step=14848, episodic_return=-4.502196332531651
global_step=14976, episodic_return=67.05795704993928
global_step=15136, episodic_return=41.33666729850438
global_step=15200, episodic_return=20.731053274870103
global_step=15232, episodic_return=20.049576554706103
global_step=15248, episodic_return=42.82895185865403
global_step=15312, episodic_return=53.776085418527806
global_step=15328, episodic_return=28.0303733966381
global_step=15424, episodic_return=5.498470553157813
global_step=15536, episodic_return=42.13881307638141
global_step=15648, episodic_return=31.149648879442
global_step=15664, episodic_return=65.29611822404968
global_step=15712, episodic_return=64.67064459848382
global_step=16064, episodic_return=23.21142866748493
global_step=16176, episodic_return=69.5259782330789
global_step=16256, episodic_return=55.822145972678456
global_step=16336, episodic_return=-2.702047033020613
global_step=16368, episodic_return=59.196559291717186
SPS: 874
global_step=16416, episodic_return=29.857507900660707
global_step=16672, episodic_return=0.655537298336204
global_step=16848, episodic_return=217.14428354022215
global_step=17072, episodic_return=98.76130704168125
global_step=17104, episodic_return=68.55170104970148
global_step=17136, episodic_return=35.444030703954994
global_step=17200, episodic_return=81.63303373696924
global_step=17296, episodic_return=64.43074542348363
global_step=17328, episodic_return=10.880819790002928
global_step=17504, episodic_return=4.049481230957028
global_step=17680, episodic_return=62.80874331720537
global_step=17776, episodic_return=207.79414646268205
global_step=17824, episodic_return=69.42426353391264
global_step=17856, episodic_return=7.427765254839076
global_step=17904, episodic_return=47.462470544433046
global_step=17968, episodic_return=64.97096831467415
global_step=18032, episodic_return=28.690067544934713
global_step=18112, episodic_return=251.22048274175805
global_step=18176, episodic_return=33.19961728629106
global_step=18336, episodic_return=5.285518785475866
SPS: 882
global_step=18480, episodic_return=93.22300788268575
global_step=18800, episodic_return=31.849118576097617
global_step=19184, episodic_return=25.8164231014416
global_step=19216, episodic_return=80.09354770154245
global_step=19344, episodic_return=129.05364104459812
global_step=19392, episodic_return=40.73206647167109
global_step=19600, episodic_return=44.22714776496825
global_step=20000, episodic_return=187.02617144790287
global_step=20000, episodic_return=234.709971730494
global_step=20096, episodic_return=32.0179356028769
global_step=20368, episodic_return=7.697073491670178
SPS: 880
global_step=20768, episodic_return=292.3891693877009
global_step=20960, episodic_return=44.854245283574386
global_step=20960, episodic_return=145.13070372497288
global_step=21056, episodic_return=339.7018008604812
global_step=21248, episodic_return=280.10362172615794
global_step=21280, episodic_return=198.8814160067398
global_step=21552, episodic_return=176.5914565574092
global_step=21728, episodic_return=350.8427458941598
global_step=22000, episodic_return=70.21003886763506
SPS: 886
global_step=22608, episodic_return=293.5284773656788
global_step=23184, episodic_return=239.73144093746174
global_step=23232, episodic_return=114.15473366013151
global_step=23312, episodic_return=151.04771157045144
global_step=23424, episodic_return=129.4348029640915
global_step=23520, episodic_return=1.569457964644229
global_step=23552, episodic_return=314.53806355180217
global_step=23664, episodic_return=397.1086589397978
global_step=23792, episodic_return=294.31161548124214
global_step=23856, episodic_return=2.4368748784004306
global_step=24048, episodic_return=271.98330874739037
global_step=24064, episodic_return=283.1741381591122
global_step=24240, episodic_return=160.65813283712984
global_step=24320, episodic_return=40.58577022784087
SPS: 892
global_step=24832, episodic_return=308.52106262795456
global_step=25056, episodic_return=262.8183755666089
global_step=25376, episodic_return=402.87777141441387
global_step=25552, episodic_return=220.49992641062306
global_step=25632, episodic_return=184.00087604054292
global_step=26128, episodic_return=301.25142259212157
global_step=26128, episodic_return=234.62786116711882
global_step=26176, episodic_return=205.5020411820058
global_step=26288, episodic_return=310.4400832079279
global_step=26368, episodic_return=163.3835059535974
global_step=26368, episodic_return=249.56493174127326
global_step=26464, episodic_return=2.9865436148926574
SPS: 896
global_step=26688, episodic_return=267.00026738676087
global_step=26880, episodic_return=294.7051391135626
global_step=26912, episodic_return=323.5755561623779
global_step=27136, episodic_return=293.50405425573996
global_step=27216, episodic_return=40.05770968374866
global_step=27920, episodic_return=201.51874970339912
global_step=27920, episodic_return=89.60346854215696
global_step=28368, episodic_return=34.0777610944149
global_step=28496, episodic_return=431.5436987060829
global_step=28512, episodic_return=321.3519502685654
global_step=28576, episodic_return=316.51911868079594
global_step=28576, episodic_return=234.97976638514453
SPS: 900
global_step=28688, episodic_return=252.93645871473836
global_step=29040, episodic_return=283.8327316460986
global_step=29152, episodic_return=246.3900000558551
global_step=29456, episodic_return=139.06684679633378
global_step=29584, episodic_return=255.414301608011
global_step=29872, episodic_return=291.5859136137384
global_step=29904, episodic_return=281.6724296992616
global_step=30000, episodic_return=263.1242066994446
SPS: 903
global_step=30976, episodic_return=41.65366854140665
global_step=31184, episodic_return=275.3304730210043
global_step=31408, episodic_return=300.6591497811241
global_step=31680, episodic_return=360.3973894950645
global_step=31680, episodic_return=318.28466763688505
global_step=31760, episodic_return=286.7985956578808
global_step=31904, episodic_return=336.4795927248438
global_step=32064, episodic_return=239.30096967873723
global_step=32128, episodic_return=296.11228810646327
global_step=32208, episodic_return=255.7586047006387
global_step=32224, episodic_return=255.15788917997125
SPS: 906
global_step=32864, episodic_return=146.37065081342143
global_step=33744, episodic_return=289.195996699233
global_step=33792, episodic_return=329.1865113559512
global_step=33920, episodic_return=445.9397377155843
global_step=33952, episodic_return=189.59454373595298
global_step=34400, episodic_return=251.17806779978295
global_step=34576, episodic_return=250.83575891195517
global_step=34592, episodic_return=115.45588592812173
global_step=34656, episodic_return=108.11695218932556
global_step=34704, episodic_return=691.1883292308513
SPS: 908
global_step=34896, episodic_return=292.31069600124374
global_step=34976, episodic_return=446.4327678259378
global_step=35120, episodic_return=241.45678534587418
global_step=35136, episodic_return=330.838049042001
global_step=35184, episodic_return=112.47030375955275
global_step=35344, episodic_return=347.91913570806173
global_step=35920, episodic_return=134.6871127935384
global_step=36448, episodic_return=182.04316437552967
global_step=36448, episodic_return=213.21559269458982
global_step=36576, episodic_return=205.14743613619748
global_step=36816, episodic_return=322.11762092294504
SPS: 910
