
--- Starting Training ---

global_step=3232, episodic_return=-3.441780692533986
global_step=3248, episodic_return=-11.06552734533252
global_step=3264, episodic_return=0.40805414521098315
global_step=3280, episodic_return=-0.713934751211905
global_step=3312, episodic_return=17.432374654645535
global_step=3312, episodic_return=16.158737623014424
global_step=3328, episodic_return=2.5753149971277858
global_step=3376, episodic_return=6.749683766126527
global_step=3440, episodic_return=-0.9262274065340228
global_step=3472, episodic_return=10.896647045550795
global_step=3504, episodic_return=-1.5650209297531528
global_step=3504, episodic_return=0.9636386207640313
global_step=3504, episodic_return=-4.246847272746011
global_step=3552, episodic_return=1.6018163349675798
global_step=3568, episodic_return=2.604640975335278
global_step=3584, episodic_return=0.34527127820343595
global_step=3600, episodic_return=5.2680090226984
global_step=3600, episodic_return=-6.0119867178354305
global_step=3632, episodic_return=1.2042543877128424
global_step=3680, episodic_return=-7.8358599803278475
global_step=3696, episodic_return=3.4473594345548837
global_step=3712, episodic_return=9.401155450904037
global_step=3728, episodic_return=4.2890880010992625
global_step=3760, episodic_return=-5.791189170134621
global_step=3776, episodic_return=-9.469389641059205
global_step=3808, episodic_return=-5.841701479002124
global_step=3808, episodic_return=11.114472182248905
global_step=3840, episodic_return=-1.3645204054572029
global_step=3856, episodic_return=3.4036235438321394
global_step=3856, episodic_return=3.2631196787770573
global_step=3888, episodic_return=-11.181874542385323
global_step=3888, episodic_return=-3.8182802298803638
global_step=3904, episodic_return=6.0111623354492805
global_step=3920, episodic_return=3.070419362089704
global_step=3952, episodic_return=-0.013132808845505384
global_step=4000, episodic_return=3.7555978447474234
global_step=4016, episodic_return=-3.943100034040209
global_step=4032, episodic_return=-4.165250533568947
global_step=4032, episodic_return=-0.933592950289893
global_step=4032, episodic_return=-2.0224677745319126
global_step=4096, episodic_return=-5.318878259876649
SPS: 696
global_step=4112, episodic_return=2.8609320175555446
global_step=4112, episodic_return=-2.05672973283329
global_step=4160, episodic_return=-3.5014083430895777
global_step=4208, episodic_return=-8.756181368708223
global_step=4224, episodic_return=4.642789091391574
global_step=4240, episodic_return=7.727759482856729
global_step=4240, episodic_return=-2.368542520821997
global_step=4256, episodic_return=-3.309143551678444
global_step=4256, episodic_return=3.3196925989119235
global_step=4320, episodic_return=0.8052441147509886
global_step=4352, episodic_return=-2.38534639882912
global_step=4416, episodic_return=1.1369307118671825
global_step=4432, episodic_return=8.204363918789454
global_step=4432, episodic_return=-4.010657070464941
global_step=4464, episodic_return=0.5965935731128259
global_step=4464, episodic_return=0.9462631101265147
global_step=4512, episodic_return=-2.6990160653075645
global_step=4544, episodic_return=1.958905066191604
global_step=4576, episodic_return=-2.0858564963338857
global_step=4608, episodic_return=1.3281730133421035
global_step=4624, episodic_return=7.802389457275426
global_step=4624, episodic_return=6.414850066755677
global_step=4672, episodic_return=-0.2992293923969095
global_step=4688, episodic_return=1.0523952766538893
global_step=4688, episodic_return=3.9013385282027757
global_step=4720, episodic_return=-8.807199785970392
global_step=4720, episodic_return=-0.9150994423733394
global_step=4720, episodic_return=-1.718379550200501
global_step=4720, episodic_return=-3.199302051064552
global_step=4832, episodic_return=3.2197843128674903
global_step=4832, episodic_return=-4.567233428260366
global_step=4848, episodic_return=7.56691080408361
global_step=4864, episodic_return=-1.153689280861219
global_step=4880, episodic_return=0.9138788853622482
global_step=4912, episodic_return=-0.44280830165578844
global_step=4944, episodic_return=-0.49717537992510485
global_step=4944, episodic_return=6.305848673251793
global_step=4960, episodic_return=-5.13576646316463
global_step=4960, episodic_return=14.036575262675097
global_step=4976, episodic_return=0.47776791884188063
global_step=5024, episodic_return=-0.25886036411904456
global_step=5040, episodic_return=-3.931861180897555
global_step=5072, episodic_return=-0.7460445578433393
global_step=5072, episodic_return=-4.238152293475184
global_step=5104, episodic_return=3.034905692964064
global_step=5120, episodic_return=3.2424895459244905
global_step=5136, episodic_return=-2.822118559186928
global_step=5200, episodic_return=-3.451061828923655
global_step=5200, episodic_return=-0.3056048594211247
global_step=5216, episodic_return=-8.517636109412676
global_step=5232, episodic_return=9.86303388333317
global_step=5248, episodic_return=8.394551987365395
global_step=5248, episodic_return=-1.899000271577732
global_step=5248, episodic_return=5.255822760300936
global_step=5296, episodic_return=-3.1852569603187577
global_step=5312, episodic_return=6.816527564611692
global_step=5344, episodic_return=-0.3938790578360112
global_step=5360, episodic_return=-0.1615022091339009
global_step=5360, episodic_return=-0.8263129241955172
global_step=5376, episodic_return=1.083427346802846
global_step=5376, episodic_return=2.309702309820859
global_step=5408, episodic_return=7.042660899546789
global_step=5424, episodic_return=-3.301034369186209
global_step=5472, episodic_return=-3.0167961171546707
global_step=5520, episodic_return=-1.0287700509990703
global_step=5520, episodic_return=0.2210093646302096
global_step=5536, episodic_return=0.18838407782794375
global_step=5568, episodic_return=-2.0872745776179746
global_step=5600, episodic_return=-1.87129886038784
global_step=5600, episodic_return=4.575758908741063
global_step=5616, episodic_return=-1.5182746019049922
global_step=5632, episodic_return=6.349141085013461
global_step=5632, episodic_return=-4.683560213963764
global_step=5632, episodic_return=7.633102315422202
global_step=5696, episodic_return=-10.282174403492409
global_step=5728, episodic_return=-0.14429834843888556
global_step=5728, episodic_return=-1.7170098852113804
global_step=5744, episodic_return=-4.382778762308698
global_step=5760, episodic_return=1.7173284127954895
global_step=5792, episodic_return=-1.5559554404290026
global_step=5840, episodic_return=-6.7480307582906125
global_step=5840, episodic_return=0.2999921806469076
global_step=5840, episodic_return=-6.089598288090441
global_step=5888, episodic_return=5.449578211306516
global_step=5920, episodic_return=4.29875820597991
global_step=5936, episodic_return=-1.103439293741924
global_step=5968, episodic_return=8.784613628808744
global_step=5968, episodic_return=-2.922716422371039
global_step=5968, episodic_return=2.395771706676508
global_step=5984, episodic_return=0.7826706454628193
global_step=6048, episodic_return=-1.2064976617103444
global_step=6128, episodic_return=-4.372977100543064
global_step=6144, episodic_return=-6.594808295052116
SPS: 756
global_step=6160, episodic_return=-1.6304345741444475
global_step=6160, episodic_return=-1.1415233035942565
global_step=6160, episodic_return=1.6030543969634
global_step=6176, episodic_return=20.251261299475882
global_step=6208, episodic_return=17.381518636523555
global_step=6208, episodic_return=0.7733581724886804
global_step=6224, episodic_return=-5.5092548982328005
global_step=6240, episodic_return=-0.8590569437452217
global_step=6288, episodic_return=24.588180349309294
global_step=6336, episodic_return=0.22016450771706997
global_step=6352, episodic_return=6.972087681489845
global_step=6416, episodic_return=-2.0162180800014773
global_step=6432, episodic_return=3.6896732390264804
global_step=6512, episodic_return=10.07114987281004
global_step=6544, episodic_return=5.0448460543320115
global_step=6560, episodic_return=5.959597857205818
global_step=6560, episodic_return=10.415477035228916
global_step=6576, episodic_return=-2.4887452398600516
global_step=6608, episodic_return=-4.27731391113112
global_step=6640, episodic_return=12.630630041092225
global_step=6736, episodic_return=4.261591327442986
global_step=6768, episodic_return=2.517641940977721
global_step=6768, episodic_return=0.8409839049072074
global_step=6784, episodic_return=-3.3316257734386228
global_step=6816, episodic_return=12.590176487319251
global_step=6864, episodic_return=-4.00753284973537
global_step=6864, episodic_return=-2.083046590300957
global_step=6864, episodic_return=-2.269139996568591
global_step=6896, episodic_return=4.802585373850799
global_step=6912, episodic_return=8.634058516870747
global_step=6928, episodic_return=21.426330848345813
global_step=6992, episodic_return=10.708955408265643
global_step=7008, episodic_return=-0.621484410315838
global_step=7008, episodic_return=-0.6497496523257001
global_step=7072, episodic_return=-4.975157773773674
global_step=7168, episodic_return=7.337030030290706
global_step=7216, episodic_return=25.39994004859191
global_step=7216, episodic_return=-1.4725169794646404
global_step=7232, episodic_return=8.493787331152461
global_step=7264, episodic_return=-1.9274287199751665
global_step=7264, episodic_return=14.700370141353178
global_step=7280, episodic_return=-1.8077810669922245
global_step=7392, episodic_return=10.994073799801987
global_step=7408, episodic_return=51.133871417344515
global_step=7424, episodic_return=11.879058423936629
global_step=7488, episodic_return=22.733361771822224
global_step=7488, episodic_return=5.4405294039874255
global_step=7520, episodic_return=-0.4780081284674893
global_step=7536, episodic_return=0.4838105085437716
global_step=7552, episodic_return=14.88582172906741
global_step=7552, episodic_return=-0.6460954106950196
global_step=7616, episodic_return=-3.3691676825423214
global_step=7648, episodic_return=47.70361948872638
global_step=7664, episodic_return=-2.212660633287899
global_step=7680, episodic_return=-0.9577906569630497
global_step=7680, episodic_return=12.553524345255122
global_step=7728, episodic_return=-4.860790269671494
global_step=7728, episodic_return=-2.7518984124994637
global_step=7760, episodic_return=29.103658950420783
global_step=7888, episodic_return=9.143749362138589
global_step=7920, episodic_return=1.5810056170763307
global_step=7920, episodic_return=2.4560815906778495
global_step=7952, episodic_return=9.65070000604811
global_step=7952, episodic_return=1.5199413957576167
global_step=8000, episodic_return=7.7325602380820895
global_step=8000, episodic_return=-6.228934966137419
global_step=8016, episodic_return=-0.7104150125412554
global_step=8016, episodic_return=10.686525117246388
global_step=8048, episodic_return=9.091129981833314
global_step=8112, episodic_return=8.046510488484959
global_step=8192, episodic_return=-0.4498894494755833
SPS: 801
global_step=8224, episodic_return=1.069168435393678
global_step=8224, episodic_return=0.02438864244406347
global_step=8224, episodic_return=9.569028326444526
global_step=8272, episodic_return=8.906850917440808
global_step=8288, episodic_return=-2.8215036299328187
global_step=8368, episodic_return=9.708427654337061
global_step=8400, episodic_return=-0.4831462733418136
global_step=8480, episodic_return=0.796348769067208
global_step=8480, episodic_return=15.584555006085779
global_step=8512, episodic_return=36.20645268639088
global_step=8512, episodic_return=4.10594420665168
global_step=8560, episodic_return=23.085730345829827
global_step=8592, episodic_return=0.8090686873548081
global_step=8608, episodic_return=18.712908587603277
global_step=8688, episodic_return=18.37523666743844
global_step=8688, episodic_return=7.73352657672253
global_step=8736, episodic_return=0.77453011023155
global_step=8752, episodic_return=-8.311295767742205
global_step=8784, episodic_return=6.670750765343486
global_step=8800, episodic_return=5.026190332202406
global_step=8848, episodic_return=-0.8832301443936516
global_step=8848, episodic_return=16.927865531773893
global_step=8864, episodic_return=-2.033358728866559
global_step=8864, episodic_return=16.149315534098506
global_step=8896, episodic_return=15.032189619513543
global_step=8944, episodic_return=5.400314619002784
global_step=9008, episodic_return=11.827003606444542
global_step=9040, episodic_return=5.684824503410043
global_step=9072, episodic_return=9.789176732032379
global_step=9088, episodic_return=4.271094263413087
global_step=9088, episodic_return=11.367195276295595
global_step=9136, episodic_return=9.142743184255682
global_step=9184, episodic_return=-6.473317309283782
global_step=9216, episodic_return=3.0020727544728114
global_step=9280, episodic_return=7.2316431919098445
global_step=9344, episodic_return=0.7224538128283495
global_step=9344, episodic_return=47.97253502377945
global_step=9376, episodic_return=22.843106763188658
global_step=9376, episodic_return=19.694246645242288
global_step=9440, episodic_return=21.43955271793021
global_step=9536, episodic_return=-3.620882076639621
global_step=9568, episodic_return=5.135954036996141
global_step=9568, episodic_return=3.143074139980089
global_step=9584, episodic_return=40.17875725073951
global_step=9584, episodic_return=10.548189917632401
global_step=9600, episodic_return=9.229858274111875
global_step=9616, episodic_return=19.43863687962397
global_step=9648, episodic_return=4.232348644128522
global_step=9696, episodic_return=31.686271648920645
global_step=9744, episodic_return=17.1613263372742
global_step=9744, episodic_return=3.6384560494646356
global_step=9760, episodic_return=-2.3004780092176036
global_step=9808, episodic_return=0.45963594062437085
global_step=9856, episodic_return=2.1236169900486925
global_step=9904, episodic_return=-2.7592813966434555
global_step=9936, episodic_return=35.32483180963711
global_step=9952, episodic_return=11.083998421601798
global_step=9984, episodic_return=4.02116305458335
global_step=10048, episodic_return=8.361115188873105
global_step=10080, episodic_return=34.57624440656117
global_step=10096, episodic_return=4.838021311057913
global_step=10112, episodic_return=6.61165156948964
global_step=10144, episodic_return=7.944708254592309
global_step=10176, episodic_return=26.212768575171648
global_step=10176, episodic_return=-3.968588366544269
global_step=10208, episodic_return=17.193398404955666
SPS: 834
global_step=10304, episodic_return=5.968903365111544
global_step=10320, episodic_return=-1.4156590815692833
global_step=10400, episodic_return=8.118299256225924
global_step=10416, episodic_return=-9.910124171464213
global_step=10480, episodic_return=6.02881157962921
global_step=10528, episodic_return=30.29740102121625
global_step=10528, episodic_return=3.3026482814499447
global_step=10528, episodic_return=5.965376803633003
global_step=10640, episodic_return=6.674055530792944
global_step=10656, episodic_return=26.805959101588176
global_step=10768, episodic_return=13.8730464150049
global_step=10848, episodic_return=12.341671980223772
global_step=10880, episodic_return=10.094991639252436
global_step=10912, episodic_return=14.708695596214314
global_step=10960, episodic_return=23.910290050799947
global_step=11088, episodic_return=-2.1122722269085283
global_step=11088, episodic_return=31.810115938711753
global_step=11120, episodic_return=-1.3982886315643444
global_step=11248, episodic_return=1.9328463284848507
global_step=11248, episodic_return=24.45936713521864
global_step=11328, episodic_return=-1.7438797588847188
global_step=11328, episodic_return=66.66458164128214
global_step=11360, episodic_return=71.46043521839258
global_step=11440, episodic_return=15.870571181065415
global_step=11472, episodic_return=18.25958934676369
global_step=11568, episodic_return=48.86776473541017
global_step=11616, episodic_return=-2.3695009822009965
global_step=11680, episodic_return=-5.986482785705703
global_step=11712, episodic_return=61.95200777867383
global_step=11728, episodic_return=13.538743829832608
global_step=11744, episodic_return=38.93673222552605
global_step=11792, episodic_return=-6.624408511238817
global_step=11840, episodic_return=4.751516565296105
global_step=11888, episodic_return=-2.5574341982766544
global_step=11936, episodic_return=53.22443073374409
global_step=11936, episodic_return=10.11767082003625
global_step=11952, episodic_return=60.72582736051523
global_step=11952, episodic_return=1.4111315156705855
global_step=12000, episodic_return=1.6085233992487376
global_step=12048, episodic_return=36.37360522196333
global_step=12144, episodic_return=69.40439339457765
global_step=12192, episodic_return=0.4989316224644147
global_step=12256, episodic_return=2.938087003173086
SPS: 860
global_step=12320, episodic_return=2.682823892659578
global_step=12352, episodic_return=12.840836683173404
global_step=12368, episodic_return=1.7980257989023076
global_step=12416, episodic_return=-2.717195467221061
global_step=12464, episodic_return=3.90747277534229
global_step=12464, episodic_return=57.21933510027378
global_step=12688, episodic_return=44.339338413390635
global_step=12720, episodic_return=7.111643236143395
global_step=12736, episodic_return=31.910189678449385
global_step=12768, episodic_return=33.34820990843393
global_step=12784, episodic_return=34.8863281908965
global_step=12864, episodic_return=-2.972313090379288
global_step=12880, episodic_return=25.021327301360834
global_step=13120, episodic_return=3.432692709029843
global_step=13184, episodic_return=2.984697775172646
global_step=13232, episodic_return=32.23530331222757
global_step=13264, episodic_return=96.48999635051788
global_step=13328, episodic_return=7.911135320060988
global_step=13344, episodic_return=16.464442900152598
global_step=13360, episodic_return=9.751359147244688
global_step=13424, episodic_return=18.31903006452006
global_step=13424, episodic_return=41.46000425500336
global_step=13456, episodic_return=-1.2413673588951053
global_step=13472, episodic_return=19.85618624290349
global_step=13552, episodic_return=-2.180748812217511
global_step=13552, episodic_return=30.065876598915345
global_step=13552, episodic_return=-4.876576316118494
global_step=13728, episodic_return=2.2255385675537687
global_step=13792, episodic_return=33.40351777659103
global_step=13904, episodic_return=138.92752056306506
global_step=13920, episodic_return=12.782234141751307
global_step=13936, episodic_return=3.1588200142281515
global_step=13952, episodic_return=5.840666923455051
global_step=13968, episodic_return=117.66925825727645
global_step=13984, episodic_return=10.705139343075567
global_step=14032, episodic_return=26.355235070088284
global_step=14112, episodic_return=4.841570630091844
global_step=14144, episodic_return=20.286732362199533
global_step=14208, episodic_return=-0.0048233899912708544
global_step=14208, episodic_return=9.998410332787465
global_step=14208, episodic_return=66.33734620270846
global_step=14240, episodic_return=60.8048992536304
global_step=14256, episodic_return=6.174626180207913
SPS: 877
global_step=14352, episodic_return=12.181638821818249
global_step=14384, episodic_return=150.46955759953502
global_step=14480, episodic_return=40.298674662372775
global_step=14672, episodic_return=11.243344630998752
global_step=14688, episodic_return=9.698712764970283
global_step=14704, episodic_return=63.74657339194055
global_step=14912, episodic_return=7.638671633920518
global_step=14928, episodic_return=17.499158317533773
global_step=15088, episodic_return=49.17244404268223
global_step=15104, episodic_return=74.32353954269323
global_step=15104, episodic_return=45.243852968287776
global_step=15280, episodic_return=3.3693105655534157
global_step=15280, episodic_return=40.43372775145358
global_step=15296, episodic_return=-5.954486997030252
global_step=15440, episodic_return=72.95364301530111
global_step=15632, episodic_return=18.07429683713265
global_step=15712, episodic_return=7.752451225455763
global_step=15792, episodic_return=25.115926985919906
global_step=15808, episodic_return=75.01766700809812
global_step=15872, episodic_return=49.495275435242384
global_step=15936, episodic_return=-3.258044614697096
global_step=16096, episodic_return=46.320340602936845
global_step=16112, episodic_return=45.95462116849206
global_step=16112, episodic_return=33.52602001686986
global_step=16208, episodic_return=117.67384828824439
global_step=16272, episodic_return=118.2150764250041
global_step=16304, episodic_return=2.844091786620056
global_step=16368, episodic_return=77.42601826175024
SPS: 893
global_step=16400, episodic_return=-1.1072245671517302
global_step=16432, episodic_return=29.523633950602516
global_step=16432, episodic_return=-3.5110182464079673
global_step=16496, episodic_return=78.56151738842487
global_step=16640, episodic_return=44.71707675807959
global_step=16768, episodic_return=253.58461262066172
global_step=16816, episodic_return=31.65853734116026
global_step=16848, episodic_return=121.41304494037983
global_step=16864, episodic_return=0.8781686509414846
global_step=16912, episodic_return=67.75118828354249
global_step=17264, episodic_return=8.370530589199223
global_step=17264, episodic_return=6.125149635595988
global_step=17456, episodic_return=42.80849358431725
global_step=17568, episodic_return=-0.9995757884664624
global_step=17616, episodic_return=31.014744444543332
global_step=17632, episodic_return=51.38726111393705
global_step=17792, episodic_return=56.43025682467069
global_step=17840, episodic_return=-4.125047763695312
global_step=17872, episodic_return=52.42861196444879
global_step=17888, episodic_return=70.98604023811156
global_step=17984, episodic_return=6.443796516652687
global_step=18304, episodic_return=253.35565562860864
global_step=18304, episodic_return=2.9806191341896975
global_step=18320, episodic_return=-5.073406112831836
global_step=18368, episodic_return=150.37063091899884
SPS: 897
global_step=18464, episodic_return=128.23661620112222
global_step=18624, episodic_return=17.537318050081176
global_step=18624, episodic_return=56.843612181848684
global_step=18736, episodic_return=44.47370736452593
global_step=18752, episodic_return=0.9265753917108579
global_step=18816, episodic_return=22.099631369408222
global_step=18912, episodic_return=15.301593645670739
global_step=18960, episodic_return=2.390441580925245
global_step=19008, episodic_return=56.59118272938728
global_step=19520, episodic_return=122.25271207595755
global_step=19744, episodic_return=44.410786470520115
global_step=19856, episodic_return=117.71308118671533
global_step=19920, episodic_return=76.97570430158119
global_step=20048, episodic_return=15.260789125973115
global_step=20112, episodic_return=56.22523221801818
global_step=20112, episodic_return=327.1279834531892
global_step=20400, episodic_return=231.38170755070334
global_step=20464, episodic_return=8.886911287024812
SPS: 896
global_step=20528, episodic_return=250.8877303489387
global_step=20816, episodic_return=246.00018635448427
global_step=21136, episodic_return=111.7309624268189
global_step=21200, episodic_return=47.53003414712513
global_step=21280, episodic_return=31.2355187435899
global_step=21568, episodic_return=280.42319984179045
global_step=21600, episodic_return=274.41599035313374
global_step=21744, episodic_return=88.66200365033635
global_step=21792, episodic_return=97.52054352795967
global_step=21792, episodic_return=60.726256988121534
global_step=22048, episodic_return=0.39863490134478363
global_step=22128, episodic_return=351.1130505458467
global_step=22384, episodic_return=229.06451483315226
global_step=22416, episodic_return=5.507545879345138
global_step=22512, episodic_return=231.19614667040148
global_step=22512, episodic_return=327.6662969817391
SPS: 899
global_step=22592, episodic_return=302.0252592700159
global_step=22592, episodic_return=38.20677481551934
global_step=23376, episodic_return=357.4899894876583
global_step=23392, episodic_return=286.45363539852934
global_step=23408, episodic_return=221.05260327573833
global_step=23440, episodic_return=28.152998914760975
global_step=24256, episodic_return=256.6182546253418
SPS: 902
global_step=24592, episodic_return=229.76507322333708
global_step=24656, episodic_return=260.8302441513966
global_step=24672, episodic_return=246.28329097624413
global_step=24848, episodic_return=234.39040081311316
global_step=24880, episodic_return=196.47150530196583
global_step=24880, episodic_return=258.76032599743854
global_step=25120, episodic_return=129.39448969704873
global_step=25152, episodic_return=355.89505023469064
global_step=25392, episodic_return=86.8350895609805
global_step=25392, episodic_return=215.20381138460124
global_step=25472, episodic_return=391.9480481327981
global_step=25632, episodic_return=34.58541316396829
global_step=25824, episodic_return=259.226969372069
global_step=25984, episodic_return=378.30463312601495
global_step=26240, episodic_return=34.81728627878651
global_step=26464, episodic_return=3.095203523512631
global_step=26528, episodic_return=91.54507697828457
SPS: 905
global_step=26768, episodic_return=165.0794805208549
global_step=26944, episodic_return=330.9434127844381
global_step=27056, episodic_return=358.95810767778806
global_step=27232, episodic_return=216.94636768647618
global_step=27440, episodic_return=256.4247002384077
global_step=27824, episodic_return=358.17513807995323
global_step=27872, episodic_return=303.1093321234461
global_step=28400, episodic_return=324.2609412744629
global_step=28400, episodic_return=232.52155381664318
global_step=28464, episodic_return=299.11745201873373
global_step=28608, episodic_return=252.65402277061065
global_step=28656, episodic_return=313.566398040892
SPS: 906
global_step=28960, episodic_return=273.58628073692205
global_step=28976, episodic_return=205.00089283627378
global_step=29008, episodic_return=358.27711683209844
global_step=29088, episodic_return=395.7972449350648
global_step=29392, episodic_return=239.19365035833027
global_step=29728, episodic_return=262.37835387526457
global_step=30000, episodic_return=30.429816082554634
global_step=30144, episodic_return=300.09350356522856
global_step=30544, episodic_return=230.87700750226318
global_step=30656, episodic_return=33.648052201172604
SPS: 908
global_step=30800, episodic_return=338.9523117843903
global_step=30816, episodic_return=301.7555270290537
